,RiskPropension,ClientInvestmentHorizon,ClientKnowledgeExperience,ClientPotentialIndex,IncomeHighLow,Sex,Age,IncomeNeed,LongTermCareNeed,ProtectionNeed,InheritanceIndex,PanicMood,ClientDateStart,NoTrustInBanks,Clusters
0,0.597553074,20.77883137,0.28571428600000004,0.14846625800000002,0,1,22,0.079214601,0.7975115209999999,0.204401403,0.11480306900000001,0,2015,0,0
1,0.501486406,15.22847727,0.7142857140000001,0.152760736,0,1,61,0.28160183899999996,0.174659738,0.153599073,0.505361938,0,2016,0,0
2,0.554108276,9.675789154,0.523809524,0.243558282,0,0,24,0.12401461,0.8829954190000001,0.76960803,0.06992420099999999,0,2015,0,2
3,0.440729064,9.563829219,0.6190476189999999,0.089570552,0,0,46,0.20960999600000002,0.548210999,0.226217892,0.415669988,0,2015,0,0
4,0.540527856,17.9415327,0.428571429,0.162576687,0,0,57,0.320086264,0.9076435629999999,0.7039364029999999,0.33505653399999996,0,2015,0,-1
5,0.5650800739999999,13.61214476,0.6190476189999999,0.279754601,0,1,50,0.281612745,0.185408565,0.690447602,0.502122616,0,2015,0,3
6,0.58223359,15.60186404,0.6190476189999999,0.37239263799999994,0,1,53,0.604597986,0.21510785100000002,0.647778906,0.638439431,0,2014,0,-1
7,0.337518205,3.75,0.523809524,0.10613496900000001,0,1,80,0.469228793,0.218887588,0.431528239,0.666763226,0,2015,0,0
8,0.323619953,4.17,0.904761905,0.4,0,1,91,0.44214696299999995,0.228424503,0.47574405200000003,0.762881458,0,2016,1,0
9,0.55730169,9.309025222,0.428571429,0.074846626,0,0,52,0.214093127,0.514127171,0.707950413,0.488133936,0,2015,0,3
10,0.630841159,17.362278399999997,0.7142857140000001,0.48957055200000005,0,0,46,0.27427642399999996,0.473586536,0.754553818,0.6238174870000001,0,2015,1,-1
11,0.5842684539999999,28.81503795,0.28571428600000004,0.14355828199999998,0,1,24,0.11462244199999999,0.811149817,0.295797944,0.10562358,0,2015,0,0
12,0.396103084,8.777029745,0.7142857140000001,0.260122699,0,0,58,0.344005954,0.236965206,0.256728599,0.627996022,0,2014,0,0
13,0.28112443600000003,4.79,0.904761905,0.808588957,1,1,79,0.443380492,0.09597441599999999,0.26585727600000003,0.845858639,0,2016,0,0
14,0.550322314,39.51380975,0.6190476189999999,0.099386503,0,1,42,0.205256393,0.170110033,0.7570423959999999,0.422703207,0,2016,0,3
15,0.397927052,4.72,1.0,0.3,0,0,83,0.675490412,0.232324991,0.326074634,0.772529729,0,2015,0,1
16,0.394386233,10.2397523,0.6190476189999999,0.36993865,0,1,54,0.240219093,0.187940035,0.247109885,0.525575215,0,2016,0,0
17,0.381537147,6.85,0.428571429,0.128220859,0,0,71,0.428509176,0.5417641129999999,0.322599863,0.526123573,0,2015,0,0
18,0.42955044299999995,43.88907809,0.80952381,0.26993865,0,0,54,0.34648557,0.124243564,0.21692703800000002,0.573296507,0,2016,0,0
19,0.517130441,19.74830082,0.7142857140000001,0.255214724,0,1,60,0.665970088,0.3514737,0.21332775899999998,0.6053677510000001,0,2015,0,1
20,0.318622277,7.01,0.6190476189999999,0.428220859,1,0,71,0.392474726,0.19769539100000003,0.319399755,0.730940145,0,2015,0,0
21,0.400134914,11.276357899999999,0.80952381,0.7797546009999999,1,1,50,0.24865226199999999,0.150476235,0.229627141,0.641634578,0,2015,0,0
22,0.583703047,21.35269977,0.80952381,0.179754601,0,1,50,0.24772327100000002,0.927522105,0.64609429,0.285912122,0,2015,0,2
23,0.639890408,15.41403162,0.6190476189999999,0.40674846600000003,0,1,39,0.21598509,0.7408969790000001,0.634348888,0.308586152,0,2015,0,3
24,0.38285648,9.221949617,0.6190476189999999,0.157668712,0,0,59,0.283717442,0.5173764679999999,0.22075181600000002,0.492028484,0,2015,0,0
25,0.564805098,8.697000699,0.904761905,0.46257668700000004,0,0,57,0.636000154,0.559357119,0.134901184,0.694494974,0,2016,0,1
26,0.535538042,16.36755067,0.28571428600000004,0.074846626,0,0,52,0.240022542,0.8883259459999999,0.796474795,0.479594797,0,1986,0,3
27,0.46201564700000003,6.45,0.80952381,0.135582822,0,0,68,0.35690278200000003,0.517436821,0.180979988,0.589182384,0,2015,0,0
28,0.607633882,12.70200678,0.523809524,0.099386503,0,0,42,0.199411598,0.86730455,0.641950338,0.17258966899999997,0,2015,0,2
29,0.61208816,13.19200483,0.904761905,0.394478528,1,1,44,0.232835357,0.5202957570000001,0.014672645,0.462352686,0,2015,0,0
30,0.388637986,6.94,0.80952381,0.43558282200000004,0,1,68,0.646085302,0.17053915,0.175332865,0.7859191059999999,0,2015,1,1
31,0.36151771899999996,8.001612966,0.7142857140000001,0.142944785,0,0,65,0.28047436,0.546836257,0.184897275,0.600672278,0,2015,0,0
32,0.726719508,15.7870909,0.428571429,0.255828221,0,0,19,0.137250599,0.87068128,0.723444865,0.11326275300000001,0,2015,0,2
33,0.506292421,5.25,0.904761905,0.820858896,1,0,74,0.604025543,0.447474607,0.304926082,0.9480746879999999,0,2015,0,1
34,0.459272629,15.38421005,0.7142857140000001,0.26993865,0,1,54,0.222297073,0.5260399020000001,0.27315563600000003,0.543064569,0,2015,1,0
35,0.49699564799999996,3.2505,0.80952381,0.355214724,0,1,60,0.32156840000000003,0.417508609,0.350331803,0.47225850799999997,0,2015,0,0
36,0.466518563,3.795,0.380952381,0.250306748,0,1,62,0.326434132,0.19502331399999998,0.488825756,0.49330404,0,2015,0,0
37,0.6951810709999999,10.26758128,0.428571429,0.11656441699999999,0,0,35,0.182395643,0.45684053700000005,0.67784927,0.33169272899999996,0,2016,0,3
38,0.652635979,9.474056979,0.28571428600000004,0.150920245,0,1,21,0.091026964,0.7549212740000001,0.6860204440000001,0.062962193,0,2015,0,2
39,0.49830237899999996,11.83214813,0.904761905,0.201840491,0,1,41,0.2049201,0.080171652,0.222217109,0.44561389,0,2016,0,0
40,0.479198876,6.19,0.80952381,0.120858896,0,0,74,0.682781038,0.541917539,0.36575727799999996,0.701465865,0,2014,0,1
41,0.484757303,19.36927437,0.6190476189999999,0.16993865,0,0,54,0.298615539,0.581051754,0.241484962,0.561900877,0,2016,0,0
42,0.37144955799999996,11.45326448,0.80952381,0.442944785,0,0,65,0.685860215,0.162382796,0.20340529300000001,0.7808275920000001,0,2015,0,1
43,0.705530533,8.438655587000001,0.523809524,0.243558282,0,1,24,0.12252706199999999,0.802820323,0.649946369,0.120496015,0,2015,0,2
44,0.37666548200000005,13.146740300000001,0.80952381,0.5552147239999999,0,0,60,0.325014113,0.146939665,0.24228351,0.669898428,0,2016,0,0
45,0.585238493,22.73891191,0.428571429,0.177300613,0,0,51,0.238782985,0.776897932,0.212237747,0.283801085,0,2015,0,0
46,0.601967025,8.453421215,0.7142857140000001,0.384662577,0,0,48,0.20100327199999998,0.442665053,0.67683193,0.49825238299999997,0,2016,0,3
47,0.595001309,13.63915604,0.523809524,0.36993865,0,0,54,0.21504873600000002,0.519566758,0.751413634,0.554135264,0,2016,0,-1
48,0.322175243,5.93,0.7142857140000001,0.425766871,1,1,72,0.384145399,0.525802067,0.348260765,0.7655236190000001,0,2015,0,0
49,0.520982681,20.51607345,0.428571429,0.082208589,0,1,49,0.256628503,0.827985833,0.756447608,0.196147465,0,2015,0,-1
50,0.670724489,10.92232297,0.28571428600000004,0.153374233,0,1,20,0.095562989,0.7547242890000001,0.673233341,0.081117682,0,2016,0,2
51,0.45123457299999997,48.20018548,0.523809524,0.152760736,0,1,61,0.620696895,0.151366956,0.215038395,0.575958162,0,2016,0,1
52,0.519393151,10.6627532,0.428571429,0.067484663,0,0,55,0.265133556,0.20498839,0.23212171199999998,0.46127284799999996,0,1987,0,0
53,0.7163638990000001,14.73442029,0.6190476189999999,0.22883435600000002,0,1,30,0.135331762,0.8883612190000001,0.710419056,0.083962729,0,2015,0,2
54,0.357508053,13.63460489,0.7142857140000001,0.255214724,0,1,60,0.34371319,0.8107429079999999,0.294179403,0.44064962,0,2015,1,0
55,0.45491517600000003,5.19,1.0,0.308588957,0,1,79,0.421051261,0.14910273300000002,0.390846106,0.71138117,0,2016,0,0
56,0.573038198,23.37428249,0.523809524,0.136196319,0,1,27,0.096515191,0.8074433000000001,0.730567682,0.165005328,0,2016,0,2
57,0.723473375,11.93515475,0.523809524,0.141104294,0,1,25,0.112022389,0.850257356,0.640798214,0.100237115,0,2012,0,2
58,0.6378952179999999,19.56977821,0.7142857140000001,0.306748466,0,1,39,0.19870063899999998,0.8107413609999999,0.6820115859999999,0.409426784,0,2016,0,3
59,0.42428077299999994,4.5,0.6190476189999999,0.2,0,1,83,0.44078785,0.105487964,0.368258153,0.458858353,0,2016,0,0
60,0.588990082,27.52887812,0.23809523800000001,0.29202454,0,0,45,0.21204987600000003,0.773224241,0.673181293,0.21322733100000002,0,2015,0,2
